"","MSZoning","LotShape","LandContour","LandSlope","Neighborhood","BldgType","HouseStyle","RoofStyle","Exterior1st","Exterior2nd","MasVnrType","ExterQual","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","HeatingQC","CentralAir","Electrical","KitchenQual","Functional","FireplaceQu","GarageType","GarageFinish","GarageQual","GarageCond","PavedDrive","Fence","SaleCondition","BsmtFullBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","TotRmsAbvGrd","Fireplaces","MSSubClass","LotFrontage","LotArea","OverallQual","OverallCond","YearBuilt","YearRemodAdd","MasVnrArea","BsmtFinSF1","BsmtUnfSF","TotalBsmtSF","X1stFlrSF","X2ndFlrSF","GrLivArea","GarageYrBlt","GarageCars","GarageArea","WoodDeckSF","OpenPorchSF","EnclosedPorch","SalePrice"
"1106","RL","IR1","Lvl","Gtl","NoRidge","1Fam","2Story","Gable","HdBoard","HdBoard","BrkFace","Gd","PConc","Ex","TA","Av","GLQ","Ex","Y","SBrkr","Gd","Typ","TA","Attchd","RFn","TA","TA","Y","No Fence","Normal","1","2","1","3","1","9","2","60",1.08615130377117,0.00849502978274255,"8","5",1994,1995,1.42168048324665,1.28998626783948,-0.308329032816537,0.924471451184025,0.872695262867824,1.77538842956044,2.10576138763052,81,0.31161787088171,1.11793475483957,0.732059694100549,-0.221267022589243,-0.0414192619662035,325000
"1107","RL","IR1","Lvl","Gtl","SawyerW","1Fam","1Story","Hip","HdBoard","HdBoard","None","Gd","PConc","Gd","TA","Mn","GLQ","Gd","Y","SBrkr","Gd","Typ","TA","Attchd","Fin","TA","TA","Y","No Fence","Normal","1","2","0","3","1","6","1","20",1.71853489521961,-0.000780684361583355,"7","5",1990,1991,-0.576077035080244,0.645388086211626,-0.894478318020699,-0.336055761886278,0.722664637753073,-0.794890864438069,-0.139802932607233,77,0.31161787088171,1.15067489277292,-0.751918199272585,2.97844185574296,-0.0414192619662035,179900
"1108","RL","IR3","HLS","Gtl","Gilbert","1Fam","2Story","Gable","VinylSd","VinylSd","None","Gd","PConc","Ex","Gd","No","Unf","Ex","Y","SBrkr","Gd","Typ","Gd","BuiltIn","RFn","TA","TA","Y","No Fence","Partial","0","2","1","3","1","9","1","60",3.85282951635811,0.0622296960817048,"7","5",2006,2006,-0.576077035080244,-0.972684900323611,0.680656440674657,-0.431792005916934,-0.712973240500148,1.80287804767807,0.962046000797565,93,0.31161787088171,-0.238442388113168,-0.751918199272585,0.805054693102218,-0.0414192619662035,274725
"1109","RL","Reg","Lvl","Gtl","Gilbert","1Fam","2Story","Gable","VinylSd","VinylSd","None","TA","PConc","Gd","TA","No","Unf","Ex","Y","SBrkr","TA","Typ","TA","Attchd","RFn","TA","TA","Y","No Fence","Abnorml","0","2","1","3","1","7","1","60",-0.297187802522304,-0.011985786124134,"6","5",2000,2000,-0.576077035080244,-0.972684900323611,0.80739142125934,-0.304143680542726,-0.555182410638082,0.904883855835453,0.33214617876477,87,0.31161787088171,-0.0466787230750222,0.0459193778097454,0.020220439926395,-0.0414192619662035,181000
"1110","RL","IR1","Lvl","Gtl","NridgHt","1Fam","1Story","Gable","MetalSd","MetalSd","Stone","Gd","PConc","Ex","TA","Mn","GLQ","Ex","Y","SBrkr","Gd","Typ","Gd","Attchd","Fin","TA","TA","Y","No Fence","Normal","1","2","0","3","1","7","1","20",1.44186707396092,0.00412826388225421,"8","5",2004,2005,-0.344293013616902,1.30533384359253,0.519974590290504,1.77470047555152,1.74183819456707,-0.794890864438069,0.609987187878933,91,1.64974166937376,1.81950913912547,0.245378772080328,2.08795683771654,-0.0414192619662035,280000
"1111","RL","Reg","Lvl","Gtl","Gilbert","1Fam","2Story","Gable","HdBoard","HdBoard","None","TA","PConc","Gd","TA","No","GLQ","Gd","Y","SBrkr","TA","Typ","TA","Attchd","Fin","TA","TA","Y","No Fence","Normal","1","2","1","3","1","8","1","60",-0.218139853591249,-0.0122935112379268,"6","5",1995,1996,-0.576077035080244,-0.492525030335512,-0.029964700460892,-0.648338272176751,-1.00786102089811,1.23246847173722,0.271249519232899,82,0.31161787088171,-0.196347925056014,1.03523797339183,0.56356723058658,-0.0414192619662035,188000
"1112","RL","Reg","Lvl","Gtl","NWAmes","1Fam","2Story","Hip","Plywood","Plywood","BrkFace","TA","CBlock","TA","TA","No","ALQ","TA","Y","SBrkr","TA","Typ","Gd","Attchd","RFn","TA","TA","Y","No Fence","Normal","0","2","1","4","1","8","1","60",0.374719763391668,-0.000179887710845026,"7","6",1976,1976,3.06624330220084,-0.0891030391126349,-0.378485897068773,-0.579955240726283,-0.167172173272347,1.18894324305097,0.853573826006419,63,0.31161787088171,0.0468645281630979,-0.751918199272585,0.337172734478169,-0.0414192619662035,205000
"1113","RL","IR1","Lvl","Gtl","NAmes","1Fam","1Story","Gable","WdShing","Wd Shng","None","TA","CBlock","TA","TA","No","GLQ","TA","Y","FuseA","TA","Typ","No Fireplace","Detchd","Unf","TA","TA","Y","No Fence","Normal","1","1","0","2","1","5","0","20",0.0980519421329736,-0.0166895842921097,"5","7",1957,1957,-0.576077035080244,0.579612761555722,-1.03931829583177,-0.550322593764413,-0.896631419519929,-0.794890864438069,-1.33109383469947,44,-1.02650592761034,-0.771638920170453,-0.751918199272585,-0.704241947620518,-0.0414192619662035,129900
"1114","RL","Reg","Lvl","Gtl","NAmes","1Fam","1Story","Gable","Wd Sdng","Wd Sdng","None","TA","CBlock","TA","TA","No","BLQ","Gd","Y","SBrkr","Gd","Typ","No Fireplace","Attchd","Unf","TA","TA","Y","No Fence","Normal","1","1","0","2","1","6","0","20",-0.178615879125721,-0.00778509409458143,"5","7",1953,2006,-0.576077035080244,0.437099558134597,-0.4576952599342,-0.112671192481414,-0.399978315691788,-0.794890864438069,-0.965713877508239,40,-1.02650592761034,-1.08968597438006,-0.751918199272585,-0.432568552290426,-0.0414192619662035,134500
"1115","RL","Reg","Lvl","Gtl","OldTown","1Fam","1Story","Gable","MetalSd","MetalSd","None","TA","CBlock","TA","TA","No","Rec","Ex","Y","SBrkr","Gd","Typ","No Fireplace","Detchd","Unf","TA","TA","Y","MnPrv","Normal","0","1","0","2","1","4","0","20",0.769959508046946,-0.0249932778388996,"5","7",1954,2000,-0.576077035080244,-0.0627929092502733,-0.33774965330941,-0.511572209275814,-0.852656925951813,-0.794890864438069,-1.29874248432316,42,-1.02650592761034,-0.687449994056145,-0.751918199272585,-0.704241947620518,-0.0414192619662035,117000
"1116","RL","Reg","Lvl","Gtl","NridgHt","1Fam","1Story","Hip","VinylSd","VinylSd","Stone","Gd","PConc","Ex","TA","No","GLQ","Ex","Y","SBrkr","Ex","Typ","Gd","Attchd","RFn","TA","TA","Y","No Fence","Partial","1","2","0","3","1","7","1","20",0.88853143144353,0.0076597759024478,"8","5",2007,2007,1.2340457992049,1.22859596482731,0.368345238519543,1.54219816861992,1.47799123315837,-0.794890864438069,0.415879085621093,94,1.64974166937376,2.12820186821127,-0.751918199272585,-0.704241947620518,-0.0414192619662035,318000
"1117","RL","Reg","Lvl","Gtl","Gilbert","1Fam","SLvl","Hip","VinylSd","VinylSd","None","Gd","PConc","Gd","TA","No","GLQ","Ex","Y","SBrkr","Gd","Typ","TA","BuiltIn","Fin","TA","TA","Y","No Fence","Normal","1","2","1","3","1","7","1","80",-0.37623575145336,-0.0135146426418665,"8","5",2002,2002,-0.576077035080244,-0.198728580205808,-1.15926390245656,-1.48033182149079,-0.992340611403478,0.671222101835589,-0.183572406645766,89,0.31161787088171,0.252659680886962,0.205486893226211,-0.704241947620518,-0.0414192619662035,184100
"1118","RL","IR1","Lvl","Gtl","Sawyer","1Fam","1Story","Gable","VinylSd","VinylSd","None","TA","CBlock","TA","TA","No","BLQ","Ex","Y","SBrkr","Gd","Typ","No Fireplace","Attchd","RFn","TA","TA","Y","No Fence","Normal","1","1","0","3","1","5","0","20",-0.534331649315471,-0.00367720805172831,"5","7",1967,2003,-0.576077035080244,0.566457696624541,-0.849215824954741,-0.372526711993195,-0.694866096089747,-0.794890864438069,-1.18265822709053,54,0.31161787088171,-0.1074818363798,-0.751918199272585,-0.704241947620518,-0.0414192619662035,130000
"1119","RL","Reg","Lvl","Gtl","Sawyer","1Fam","SLvl","Gable","MetalSd","MetalSd","None","TA","CBlock","TA","TA","No","Unf","TA","Y","SBrkr","TA","Min2","No Fireplace","BuiltIn","RFn","TA","TA","Y","No Fence","Normal","0","1","0","3","1","6","0","80",0.572339635719307,0.0161588504738681,"5","6",1958,1987,-0.576077035080244,-0.972684900323611,-0.0774903181801484,-1.1954025237805,-0.366350761786758,0.533774011247433,0.162777344441753,45,-1.02650592761034,-0.809056220665701,1.48202701655794,-0.191081089774788,-0.0414192619662035,140000
"1120","RL","Reg","Lvl","Gtl","NAmes","1Fam","1Story","Gable","BrkFace","Wd Sdng","None","TA","CBlock","TA","TA","No","LwQ","TA","Y","FuseA","TA","Typ","No Fireplace","Attchd","RFn","TA","TA","Y","GdWo","Normal","0","1","0","3","1","6","0","20",-0.0205199812636098,-0.0144427025088606,"5","5",1959,1959,-0.576077035080244,-0.163648407055993,0.234820883974965,-0.0397292922675813,-0.317202798387098,-0.794890864438069,-0.904817217976368,46,-1.02650592761034,-0.874536496532385,0.365054408642677,-0.704241947620518,0.434011270670542,133700
"1121","RM","Reg","Bnk","Mod","IDOTRR","1Fam","1Story","Gable","BrkFace","BrkFace","None","TA","BrkTil","TA","TA","No","Unf","TA","Y","FuseA","TA","Typ","Gd","Detchd","Unf","TA","TA","Y","MnPrv","Normal","0","1","0","2","1","6","1","30",-0.455283700384416,-0.0110088810009822,"6","5",1920,1950,-0.576077035080244,-0.972684900323611,1.00654639074956,-0.103553454954685,-0.389631376028702,-0.794890864438069,-0.958101795066755,9,-1.02650592761034,-0.771638920170453,-0.751918199272585,-0.372196686661516,0.169883196983461,118400
"1122","RL","Reg","Lvl","Gtl","CollgCr","1Fam","1Story","Gable","VinylSd","VinylSd","BrkFace","Gd","PConc","Gd","TA","Av","GLQ","Ex","Y","SBrkr","Gd","Typ","No Fireplace","Attchd","RFn","TA","TA","Y","No Fence","Partial","0","2","0","3","1","7","0","20",0.532815661253779,-0.0021141598546855,"7","5",2005,2006,0.505581731748683,-0.920064640598888,2.17431871185129,1.12734111115375,1.00720547848795,-0.794890864438069,0.0695293345335747,92,1.64974166937376,1.44533613417299,0.396967911725971,-0.402382619475971,-0.0414192619662035,212900
"1123","RL","IR1","Lvl","Gtl","Edwards","1Fam","1Story","Gable","AsbShng","AsbShng","None","TA","CBlock","TA","TA","No","Unf","Ex","Y","FuseA","TA","Typ","No Fireplace","Basment","Unf","TA","TA","Y","MnPrv","Abnorml","0","1","0","3","1","5","0","20",-0.0205199812636098,-0.00777044051773416,"4","3",1956,1956,-0.576077035080244,-0.972684900323611,0.237084008628263,-0.878561144726662,-0.524141591648823,-0.794890864438069,-1.05705886680605,43,-1.02650592761034,-0.865182171408573,-0.241302149939893,-0.704241947620518,-0.0414192619662035,112000
"1124","RL","Reg","Lvl","Gtl","Edwards","1Fam","1Story","Hip","VinylSd","VinylSd","None","TA","CBlock","TA","TA","No","Unf","Ex","Y","SBrkr","TA","Typ","No Fireplace","No Garage","No Garage","No Garage","No Garage","Y","No Fence","Normal","0","1","0","2","1","4","0","20",-0.810999470574166,-0.00543075274778571,"5","9",1947,2008,-0.576077035080244,-0.972684900323611,0.295925249614009,-0.819295850802923,-1.20186613958097,-0.794890864438069,-1.55565026672324,32,-2.36462972610238,-2.2122049892375,-0.751918199272585,2.31435133382495,-0.0414192619662035,118000
"1125","RL","IR1","Lvl","Gtl","Gilbert","1Fam","SLvl","Gable","HdBoard","HdBoard","BrkFace","TA","PConc","Gd","TA","No","Unf","Gd","Y","SBrkr","Gd","Typ","TA","Attchd","Fin","TA","TA","Y","No Fence","Normal","0","2","1","3","1","7","1","80",0.137575916598501,-0.00679841992019816,"7","5",1992,1992,0.362096385128519,-0.972684900323611,-0.414695891521539,-1.53503824665116,-0.906978359183016,0.739946147129667,-0.063682108192394,79,0.31161787088171,-0.378757264970349,0.0459193778097454,-0.326917787439834,-0.0414192619662035,163900
"1126","RL","Reg","Lvl","Gtl","NAmes","1Fam","1Story","Gable","Plywood","Plywood","None","TA","CBlock","TA","TA","No","Unf","TA","Y","SBrkr","Fa","Typ","TA","Detchd","Unf","Fa","Fa","Y","No Fence","Normal","0","1","0","2","1","5","1","20",-0.415759725918888,-0.00040457588916993,"4","5",1955,1955,-0.576077035080244,-0.972684900323611,0.990704518176472,-0.119509495626461,-0.407738520439103,-0.794890864438069,-0.971422939339352,64,0.31161787088171,0.930848252363333,-0.751918199272585,-0.704241947620518,-0.0414192619662035,115000
"1127","RL","Reg","Lvl","Gtl","Blmngtn","TwnhsE","1Story","Hip","VinylSd","VinylSd","BrkFace","Gd","PConc","Gd","TA","No","Unf","Ex","Y","SBrkr","Gd","Typ","TA","Attchd","Fin","TA","TA","Y","No Fence","Normal","0","2","0","2","1","7","1","120",-0.692427547177582,-0.0333751237955416,"7","5",2007,2007,0.141349698020575,-0.972684900323611,1.82353439059011,0.71932235683262,1.01496568323526,-0.794890864438069,0.0752383963646876,94,1.64974166937376,0.874722301620461,0.388989535955147,-0.402382619475971,-0.0414192619662035,174000
"1128","RL","IR3","Lvl","Gtl","Gilbert","1Fam","1Story","Hip","VinylSd","VinylSd","None","Gd","PConc","Gd","TA","Av","GLQ","Ex","Y","SBrkr","Gd","Typ","Gd","Attchd","Fin","TA","TA","Y","No Fence","Family","1","2","0","3","1","7","1","20",4.4061651588755,0.0198075911088399,"7","5",2004,2004,-0.576077035080244,1.87757916809889,-0.76321708812942,1.07719355475674,0.950297310340971,-0.794890864438069,0.0276628811054131,91,1.64974166937376,0.734407424763281,0.396967911725971,-0.160895156960333,-0.0414192619662035,259000
"1129","RL","IR1","Lvl","Gtl","Gilbert","1Fam","2Story","Gable","VinylSd","VinylSd","None","Gd","PConc","Gd","TA","Av","Unf","Ex","Y","SBrkr","Gd","Typ","Gd","BuiltIn","Fin","TA","TA","Y","No Fence","Normal","0","2","1","4","1","8","1","60",-0.455283700384416,0.00624814799949352,"7","5",2004,2005,-0.576077035080244,-0.972684900323611,0.6331308229554,-0.479660127932262,-0.816442637131011,1.75248041446241,0.844058722954564,91,0.31161787088171,-0.182316437370296,0.0459193778097454,0.020220439926395,-0.0414192619662035,215000
"1130","RM","Reg","Lvl","Gtl","OldTown","Duplex","SFoyer","Gable","MetalSd","MetalSd","BrkFace","TA","CBlock","Gd","TA","Gd","GLQ","TA","Y","SBrkr","TA","Typ","No Fireplace","Detchd","Unf","TA","TA","Y","No Fence","Normal","1","1","0","2","1","4","0","90",-0.415759725918888,-0.0162011317305338,"5","5",1980,1980,0.417283056905505,1.07950522894059,-1.28373575838794,-0.276790467962539,-0.586223229627341,-0.794890864438069,-1.10273136145495,67,0.31161787088171,0.930848252363333,-0.360977786502243,-0.704241947620518,-0.0414192619662035,140000
"1131","RL","Reg","Lvl","Gtl","SWISU","1Fam","1.5Fin","Gable","WdShing","Plywood","None","TA","BrkTil","TA","TA","No","BLQ","TA","Y","SBrkr","Gd","Min2","TA","Detchd","Unf","TA","TA","Y","MnPrv","Normal","1","2","0","4","1","7","2","50",-0.218139853591249,-0.0132508782586155,"4","3",1928,1950,-0.576077035080244,0.391056830875464,-0.15217343173898,0.147184327030366,0.427776857355114,0.701002521463022,0.885925176382726,68,0.31161787088171,0.481840646420356,2.68676175795226,-0.0401514257025144,-0.0414192619662035,135000
"1132","RL","Reg","Lvl","Gtl","Mitchel","1Fam","1Story","Gable","HdBoard","HdBoard","None","TA","PConc","Gd","TA","Mn","BLQ","TA","Y","SBrkr","TA","Typ","No Fireplace","No Garage","No Garage","No Garage","No Garage","Y","MnPrv","Abnorml","0","1","0","3","1","5","0","20",-0.297187802522304,0.000953322232011009,"5","5",1991,1992,-0.576077035080244,-0.507872606088557,0.440765227425077,-0.190171961458612,-0.487927302828021,-0.794890864438069,-1.03041657826085,54,-2.36462972610238,-2.2122049892375,-0.751918199272585,-0.281638888218152,-0.0414192619662035,93500
"1133","RM","Reg","Lvl","Gtl","OldTown","1Fam","2Story","Gable","Wd Sdng","Wd Sdng","None","TA","BrkTil","TA","TA","Mn","Unf","TA","Y","SBrkr","Fa","Typ","No Fireplace","Detchd","Unf","Fa","TA","N","No Fence","Normal","0","2","0","5","1","8","0","70",0.769959508046946,-0.00301291256798511,"6","4",1880,1950,-0.576077035080244,-0.972684900323611,0.997493892136366,-0.112671192481414,0.0397666199893787,1.5692162936782,1.32171689615768,19,-1.02650592761034,-1.25338666404677,-0.751918199272585,0.020220439926395,-0.0414192619662035,117500
"1134","RL","IR1","Lvl","Gtl","SawyerW","1Fam","2Story","Gable","VinylSd","VinylSd","None","Gd","PConc","Gd","TA","No","GLQ","Ex","Y","SBrkr","Gd","Typ","TA","Attchd","RFn","TA","TA","Y","No Fence","Normal","0","2","1","3","1","8","1","60",0.374719763391668,-0.00336459841231975,"8","5",1995,1995,-0.576077035080244,0.307741419644652,-0.0525959469938712,0.16086093332046,-0.0533558369783978,1.21643286116861,0.960142980187194,82,0.31161787088171,-0.0326472353893042,-0.751918199272585,1.63516784549972,-0.0414192619662035,239500
"1135","RL","IR1","HLS","Gtl","Gilbert","1Fam","2Story","Gable","VinylSd","VinylSd","None","TA","PConc","Gd","TA","Av","Unf","Gd","Y","SBrkr","TA","Typ","TA","Attchd","Fin","TA","TA","Y","No Fence","Normal","0","2","1","3","1","7","1","60",-0.534331649315471,-0.00851777293694525,"6","5",1997,1997,-0.576077035080244,-0.972684900323611,0.789286424032957,-0.322379155596185,-0.637957927942773,0.772017368266903,0.160874323831382,84,0.31161787088171,-0.0607102107607402,0.0459193778097454,-0.130709224145879,-0.0414192619662035,169000
"1136","RM","Reg","Lvl","Gtl","BrkSide","1Fam","1Story","Gable","Wd Sdng","Wd Sdng","None","TA","BrkTil","TA","TA","No","Unf","TA","N","SBrkr","TA","Typ","Gd","Detchd","Unf","TA","TA","Y","No Fence","Normal","0","1","0","2","1","5","1","30",-0.415759725918888,-0.0211833478586077,"6","5",1926,1950,-0.576077035080244,-0.972684900323611,0.888863908778066,-0.222084042802164,-0.456886483838763,-0.794890864438069,-1.0075803309364,15,-1.02650592761034,-1.37031572809442,-0.751918199272585,1.22765775250458,-0.0414192619662035,102000
"1137","RL","Reg","Lvl","Gtl","NAmes","1Fam","1.5Fin","Gable","VinylSd","VinylSd","None","TA","CBlock","TA","TA","No","BLQ","TA","Y","FuseA","TA","Typ","No Fireplace","Attchd","Unf","TA","TA","Y","No Fence","Abnorml","0","1","0","3","1","6","0","50",0.374719763391668,-0.00447827025271275,"6","5",1950,1950,-0.576077035080244,-0.358781870201841,0.418133980892097,-0.0579647673210396,-0.33789667771327,-0.290914532281499,-0.50137684857772,37,-1.02650592761034,-0.865182171408573,-0.751918199272585,-0.704241947620518,0.139697131419223,119000
"1138","RL","Reg","Lvl","Gtl","Sawyer","1Fam","1.5Fin","Gable","VinylSd","VinylSd","None","TA","CBlock","TA","TA","No","Unf","Gd","N","SBrkr","TA","Typ","No Fireplace","No Garage","No Garage","No Garage","No Garage","N","No Fence","Normal","0","1","0","2","1","6","0","50",-0.652903572712055,-0.0203920547088548,"5","8",1875,1996,-0.576077035080244,-0.972684900323611,0.481501471184439,-0.632382231504975,-0.989753876487706,-0.245098502085447,-0.942877630183787,14,-2.36462972610238,-2.2122049892375,-0.751918199272585,-0.704241947620518,0.290627459240412,94000
"1139","RL","IR1","Lvl","Mod","Mitchel","1Fam","1Story","Gable","Plywood","ImStucc","None","TA","PConc","TA","TA","Gd","ALQ","TA","Y","SBrkr","Gd","Typ","TA","Attchd","RFn","TA","TA","Y","No Fence","Normal","1","2","0","2","1","5","2","20",0.414243737857196,-0.00340855914286157,"6","5",1977,1977,-0.576077035080244,2.46297955753644,-1.28373575838794,1.16153262687898,1.04600650222452,-0.794890864438069,0.0980746436891394,64,0.31161787088171,1.12728907996339,1.35437300422477,-0.221267022589243,-0.0414192619662035,196000
"1140","RL","IR1","Lvl","Gtl","BrkSide","1Fam","1Story","Gable","Stucco","Stucco","None","TA","BrkTil","TA","TA","No","BLQ","TA","Y","SBrkr","TA","Maj1","Gd","Detchd","Unf","TA","TA","Y","No Fence","Normal","0","1","0","3","1","6","1","30",1.08615130377117,-0.00872292301280712,"5","5",1920,1950,-0.576077035080244,0.441484579778324,-0.672692101997503,-0.324658589977867,0.0113125359158915,-0.794890864438069,-0.663133600459253,59,0.31161787088171,0.10299047890597,-0.751918199272585,-0.704241947620518,0.366092623151007,144000
"1141","RL","Reg","Lvl","Gtl","NAmes","1Fam","1Story","Gable","HdBoard","HdBoard","None","TA","CBlock","TA","TA","Mn","ALQ","TA","Y","SBrkr","TA","Typ","No Fireplace","Detchd","Unf","TA","TA","Y","No Fence","Abnorml","1","1","0","2","1","4","0","20",-0.415759725918888,-0.01546845288817,"5","7",1951,1951,-0.576077035080244,0.895334319904061,-1.05742329305815,-0.240319517855622,-0.544835470974996,-0.794890864438069,-1.07228303168901,75,0.31161787088171,1.71661156276354,-0.751918199272585,-0.704241947620518,-0.0414192619662035,139000
"1142","RL","IR1","Lvl","Gtl","NWAmes","1Fam","2Story","Gable","Plywood","Plywood","BrkFace","TA","CBlock","TA","TA","No","ALQ","Ex","Y","SBrkr","Gd","Typ","TA","Attchd","Unf","TA","TA","Y","No Fence","Normal","1","2","1","4","1","9","1","60",0.374719763391668,-0.00103956421921857,"5","7",1976,1976,-0.333255679261505,-0.137338277193631,-0.38074902172207,-0.632382231504975,-0.193039522430063,0.991934313207951,0.670883847410805,63,0.31161787088171,0.0515416907250039,2.82239414605625,0.744682827473308,-0.0414192619662035,197500
"1143","RL","Reg","Lvl","Gtl","CollgCr","1Fam","2Story","Hip","VinylSd","VinylSd","Stone","Gd","PConc","Ex","TA","Gd","GLQ","Ex","Y","SBrkr","Gd","Typ","TA","BuiltIn","RFn","TA","TA","Y","No Fence","Partial","1","3","0","4","1","11","1","60",0.256147839995085,-0.00269541840296079,"8","5",2006,2007,1.30026980533728,1.54870254481937,-0.568588367945798,0.931309754329072,0.784746275731591,2.32518079191306,2.49778363336695,93,1.64974166937376,2.70817002588761,0.245378772080328,1.46914521502022,-0.0414192619662035,424870
"1144","RL","Reg","Lvl","Gtl","Sawyer","1Fam","1Story","Gable","Wd Sdng","Plywood","None","TA","CBlock","TA","TA","No","GLQ","TA","Y","SBrkr","TA","Typ","No Fireplace","No Garage","No Garage","No Garage","No Garage","Y","No Fence","Normal","0","1","0","3","1","5","0","20",-0.0205199812636098,-0.00740898562216801,"5","3",1959,1959,-0.576077035080244,-0.341241783626933,0.341187742679968,-0.117230061244779,-0.405151785523331,-0.794890864438069,-0.969519918728981,14,-2.36462972610238,-2.2122049892375,-0.751918199272585,-0.342010753847062,-0.0414192619662035,80000
"1145","RL","Reg","Lvl","Gtl","Edwards","2fmCon","1.5Fin","Gable","MetalSd","MetalSd","None","TA","BrkTil","Gd","TA","No","BLQ","Fa","N","FuseA","Fa","Typ","No Fireplace","Detchd","Unf","TA","TA","Y","MnPrv","Normal","1","1","0","2","1","5","0","190",-0.415759725918888,0.00812380583594489,"4","4",1941,1950,-0.576077035080244,-0.209691134315125,-0.550483370719415,-0.878561144726662,-1.26912124739104,-0.217608883967816,-1.1255676087794,30,-1.02650592761034,-0.902599471903821,-0.751918199272585,-0.704241947620518,-0.0414192619662035,80000
"1146","RM","Reg","Lvl","Gtl","BrkSide","1Fam","1.5Fin","Gable","MetalSd","MetalSd","None","TA","BrkTil","TA","TA","No","Unf","Ex","Y","SBrkr","TA","Typ","Gd","Detchd","Unf","TA","TA","Y","No Fence","Family","0","1","0","3","1","8","1","50",-0.73195152164311,-0.0208902763216622,"5","6",1928,1950,-0.576077035080244,-0.972684900323611,1.0744401303485,-0.0351704235042168,-0.312029328555555,0.428397141796514,0.115201829182478,17,-1.02650592761034,-1.15984341280865,-0.751918199272585,-0.704241947620518,-0.0414192619662035,149000
"1147","RL","Reg","Lvl","Gtl","SawyerW","1Fam","1Story","Gable","Wd Sdng","Wd Shng","BrkFace","Gd","CBlock","Gd","TA","No","GLQ","TA","Y","SBrkr","Gd","Typ","TA","Attchd","Unf","TA","TA","Y","No Fence","Normal","1","2","0","3","1","5","1","20",2.74615823132334,0.00333697073250129,"6","5",1985,1985,-0.106990324975862,1.78549371358063,-1.19321077225603,0.548364778206448,0.350174809881967,-0.794890864438069,-0.413837900500654,72,0.31161787088171,-0.327308476789383,0.56451380291326,-0.311824821032607,-0.0414192619662035,180000
"1148","RL","Reg","Bnk","Gtl","Crawfor","1Fam","2Story","Gable","MetalSd","MetalSd","None","TA","CBlock","TA","TA","No","Rec","Ex","Y","SBrkr","Fa","Typ","Gd","Attchd","Unf","TA","TA","Y","No Fence","Normal","0","1","1","3","1","7","1","70",0.177099891064029,0.00724459122510831,"7","7",1941,1950,-0.576077035080244,-0.369744424311158,-0.312855282123133,-0.805619244512829,-0.78281508322598,0.817833398462955,0.0923655818580265,30,-1.02650592761034,-1.1177489497515,-0.751918199272585,-0.704241947620518,-0.0414192619662035,174500
"1149","RM","Reg","Lvl","Gtl","OldTown","1Fam","1.5Fin","Gable","Wd Sdng","Wd Sdng","None","TA","PConc","TA","TA","No","Unf","TA","Y","SBrkr","TA","Typ","Gd","Detchd","Unf","TA","TA","Y","No Fence","Normal","0","1","0","2","1","5","1","50",-1.16671524076392,-0.023527920154172,"7","7",1926,1950,-0.576077035080244,-0.972684900323611,0.0107715432984707,-1.10650458289489,-1.52779473896819,0.439851149345527,-0.769702754640028,69,-1.02650592761034,-0.865182171408573,-0.751918199272585,-0.704241947620518,0.290627459240412,116900
"1150","RM","Reg","Lvl","Gtl","OldTown","1Fam","2Story","Hip","VinylSd","VinylSd","None","TA","PConc","TA","TA","No","ALQ","Ex","Y","SBrkr","TA","Typ","No Fireplace","Detchd","Unf","TA","TA","Y","No Fence","Normal","0","1","0","3","1","7","0","70",-0.810999470574166,-0.00740898562216801,"7","9",1920,1988,-0.576077035080244,0.395441852519191,-1.2248945174022,-0.928708701123673,-0.855243660867584,0.694130116933615,-0.063682108192394,19,0.31161787088171,-0.696804319179957,-0.751918199272585,-0.704241947620518,-0.0414192619662035,143000
"1151","RL","IR1","Lvl","Gtl","NAmes","1Fam","1Story","Gable","BrkFace","BrkFace","None","TA","CBlock","TA","TA","No","Unf","Ex","Y","FuseA","Gd","Typ","Gd","Attchd","Unf","TA","TA","Y","GdPrv","Normal","0","1","0","2","1","4","1","20",-0.534331649315471,-0.0109258440655143,"6","5",1950,1950,-0.576077035080244,-0.972684900323611,0.825496418485724,-0.285908205489268,-0.596570169290427,-0.794890864438069,-1.11034344389643,37,-1.02650592761034,-0.780993245294265,-0.751918199272585,-0.704241947620518,0.362319364955477,124000
"1152","RL","Reg","Lvl","Gtl","Edwards","1Fam","1Story","Gable","HdBoard","Plywood","BrkFace","TA","CBlock","TA","TA","No","BLQ","TA","Y","SBrkr","Fa","Typ","Gd","Attchd","Fin","TA","TA","Y","No Fence","Normal","0","1","1","3","1","6","2","20",2.50901438453017,0.0353550361438,"5","4",1959,1959,0.152387032375972,-0.586802995675642,1.63569504436638,0.931309754329072,0.784746275731591,-0.794890864438069,-0.0941304379583297,46,0.31161787088171,0.257336843448868,-0.751918199272585,1.40877334939131,-0.0414192619662035,149900
